productId,name,active,productFamily,candidateCode,observedEvidence,bucket,decision,reason
994,Pack Squat Promachine,false,,SQUAT,NAME=Pack Squat Promachine | FAMILY=UNKNOWN,PACK,REJECT,PACK does not establish the deferred exercise capability as Product Truth.
1070,Linear Leg Press PL Series | Obelix,false,PLATE_LOADED_MACHINE,LEG_PRESS,NAME=Linear Leg Press PL Series | Obelix | FAMILY=PLATE_LOADED_MACHINE | STRUCTURED_FEATURE=Categoría: Olímpico; Peso máximo de usuario: 150 kg.; Peso máximo de carga: 500 kg.; Marca: OBELIX,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
1071,Linear Hack Squat PL Series | Obelix,false,PLATE_LOADED_MACHINE,SQUAT,NAME=Linear Hack Squat PL Series | Obelix | FAMILY=PLATE_LOADED_MACHINE | STRUCTURED_FEATURE=Categoría: Olímpico; Peso máximo de usuario: 150 kg.; Peso máximo de carga: 500 kg.; Marca: OBELIX,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
1088,Pack Squat Bench 85lbs | PROmachine,false,,SQUAT,NAME=Pack Squat Bench 85lbs | PROmachine | FAMILY=UNKNOWN | STRUCTURED_FEATURE=Categoría: Olímpico,PACK,REJECT,PACK does not establish the deferred exercise capability as Product Truth.
1112,Banco Sentadilla Búlgara | HWM®,true,BENCH,SQUAT,NAME=Banco Sentadilla Búlgara | HWM® | FAMILY=BENCH | TRUSTED_CATEGORY=Bancos Ergo[SEMANTIC_STRONG]; Power Racks y Bancos[SEMANTIC_STRONG]; Bancos Especiales[SEMANTIC_STRONG]; Bancos[SEMANTIC_STRONG]; Gimnasia y Acondicionamiento[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Peso máximo de carga: 250 kg. (incluido peso de usuario); Espesor de material: 2 mm.; Marca: HWM,BENCH_OR_SUPPORT,REJECT,BENCH_OR_SUPPORT does not establish the deferred exercise capability as Product Truth.
1113,Super Squat MO Series | Obelix,false,,SQUAT,NAME=Super Squat MO Series | Obelix | FAMILY=UNKNOWN | STRUCTURED_FEATURE=Peso máximo de usuario: 150 kg.; Peso máximo de carga: 150 kg. por manga (300 kg. total); Marca: OBELIX,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
1227,Leg Press Solid Rock | BODYTONE,false,PLATE_LOADED_MACHINE,LEG_PRESS,NAME=Leg Press Solid Rock | BODYTONE | FAMILY=PLATE_LOADED_MACHINE | TRUSTED_CATEGORY=Máquinas con Carga de Discos[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Categoría: Olímpico; Peso máximo de usuario: 150 kg.; Peso máximo de carga: 560 kg. (280 kg por lado); Espesor de material: 3 mm.; Diámetro de manga: Ø50 mm,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
1229,Hack Squat Solid Rock | BODYTONE,true,PLATE_LOADED_MACHINE,SQUAT,NAME=Hack Squat Solid Rock | BODYTONE | FAMILY=PLATE_LOADED_MACHINE | TRUSTED_CATEGORY=Máquinas[SEMANTIC_WEAK]; Máquinas con Carga de Discos[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Categoría: Olímpico; Peso máximo de usuario: 150 kg.; Peso máximo de carga: 560 kg. (280 kg por lado); Espesor de material: 3 mm.; Diámetro de manga: Ø50 mm,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
1230,Squat High Pull Solid Rock | BODYTONE,false,,SQUAT,NAME=Squat High Pull Solid Rock | BODYTONE | FAMILY=UNKNOWN | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Categoría: Olímpico; Peso máximo de carga: 560 Kg. (280 Kg Por Lado); Espesor de material: 3 mm.; Diámetro de manga: Ø50 mm,TEXTUAL_FALSE_POSITIVE,REJECT,TEXTUAL_FALSE_POSITIVE does not establish the deferred exercise capability as Product Truth.
1272,Hack Squat Lineal MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,SQUAT,NAME=Hack Squat Lineal MO 2.0 | Obelix® | FAMILY=PLATE_LOADED_MACHINE | TRUSTED_CATEGORY=Máquinas con Carga de Discos[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Categoría: Olímpico; Peso máximo de usuario: 136 kg.; Peso máximo de carga: Carga máxima de levantamiento 326 kg.; Peso máximo de carga: Carga máxima de almacenamiento de discos: 250 kg.; Diámetro de manga: Ø50 mm; Marca: OBELIX,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
1282,Banco Sissy Squat MO Series | Obelix,false,BENCH,SQUAT,NAME=Banco Sissy Squat MO Series | Obelix | FAMILY=BENCH | TRUSTED_CATEGORY=Bancos Ergo[SEMANTIC_STRONG]; Bancos[SEMANTIC_STRONG]; Bancos Especiales[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Peso máximo de carga: 200 kg. (incluido peso de usuario); Marca: OBELIX,BENCH_OR_SUPPORT,REJECT,BENCH_OR_SUPPORT does not establish the deferred exercise capability as Product Truth.
1354,Deadlift Jack Bar | HWM®,true,,DEADLIFT,"NAME=Deadlift Jack Bar | HWM® | FAMILY=UNKNOWN | TRUSTED_CATEGORY=Accesorios para Barras[SEMANTIC_STRONG]; Accesorios de Weightlifting[SEMANTIC_STRONG]; Barras[SEMANTIC_STRONG]; FUERZA[SEMANTIC_WEAK]; ACCESORIOS[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Peso máximo de carga: 350 kg.; Diámetro de agarre: 32 mm.; Material: Acero, plástico UHMW, goma TPR, aluminio.; Marca: HWM",ACCESSORY,REJECT,ACCESSORY does not establish the deferred exercise capability as Product Truth.
1378,Seated Leg Press Forza Bold | BODYTONE,false,SELECTORIZED_MACHINE,LEG_PRESS,"NAME=Seated Leg Press Forza Bold | BODYTONE | FAMILY=SELECTORIZED_MACHINE | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Peso máximo de usuario: 150 kg.; Pila de Stack: 133 kg., con placas de 7 kg.",DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
1384,Patada de Glúteo MO Series | Obelix,false,,GLUTE_KICKBACK,NAME=Patada de Glúteo MO Series | Obelix | FAMILY=UNKNOWN | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Categoría: Olímpico; Peso máximo de usuario: 150 kg.; Peso máximo de carga: 250 kg.; Diámetro de manga: Ø50 mm; Marca: OBELIX,TEXTUAL_FALSE_POSITIVE,REJECT,TEXTUAL_FALSE_POSITIVE does not establish the deferred exercise capability as Product Truth.
1401,POLERA SQUAT LOVER BLANCO HOMBRE | KILO,false,APPAREL,SQUAT,NAME=POLERA SQUAT LOVER BLANCO HOMBRE | KILO | FAMILY=APPAREL | TRUSTED_CATEGORY=APPAREL[SEMANTIC_WEAK]; Poleras[SEMANTIC_STRONG],TEXTUAL_FALSE_POSITIVE,REJECT,TEXTUAL_FALSE_POSITIVE does not establish the deferred exercise capability as Product Truth.
1411,POLERON SQUAT LOVER | KILO,false,APPAREL,SQUAT,NAME=POLERON SQUAT LOVER | KILO | FAMILY=APPAREL | TRUSTED_CATEGORY=Polerones[SEMANTIC_STRONG]; APPAREL[SEMANTIC_WEAK],TEXTUAL_FALSE_POSITIVE,REJECT,TEXTUAL_FALSE_POSITIVE does not establish the deferred exercise capability as Product Truth.
1512,Squat Rack MO 2.0 | Obelix®,true,RACK_CAGE,SQUAT,NAME=Squat Rack MO 2.0 | Obelix® | FAMILY=RACK_CAGE | TRUSTED_CATEGORY=Squat Racks[SEMANTIC_STRONG]; Racks[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Categoría: Olímpico; Peso máximo de carga: Carga máxima de levantamiento 250 kg.; Peso máximo de carga: Carga máxima de almacenamiento de discos: 250 kg.; Marca: OBELIX,RACK_CAGE,REJECT,RACK_CAGE does not establish the deferred exercise capability as Product Truth.
1515,Banco Sissy Squat MO 2.0 | Obelix®,true,BENCH,SQUAT,NAME=Banco Sissy Squat MO 2.0 | Obelix® | FAMILY=BENCH | TRUSTED_CATEGORY=Bancos Ergo[SEMANTIC_STRONG]; Bancos Especiales[SEMANTIC_STRONG]; Bancos[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Peso máximo de usuario: 136 kg.; Marca: OBELIX,BENCH_OR_SUPPORT,REJECT,BENCH_OR_SUPPORT does not establish the deferred exercise capability as Product Truth.
1536,Squat Rack Delta | HWM®,true,RACK_CAGE,SQUAT,NAME=Squat Rack Delta | HWM® | FAMILY=RACK_CAGE | TRUSTED_CATEGORY=Squat Racks[SEMANTIC_STRONG]; Racks[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: Clase H (Hogar); Peso máximo de carga: 150 kg; Material: Acero; Marca: HWM,RACK_CAGE,REJECT,RACK_CAGE does not establish the deferred exercise capability as Product Truth.
1540,Squat Rack Alpha | HWM®,true,RACK_CAGE,SQUAT,NAME=Squat Rack Alpha | HWM® | FAMILY=RACK_CAGE | TRUSTED_CATEGORY=Squat Racks[SEMANTIC_STRONG]; Racks[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: Clase SC (Studio/Semi-Comercial); Categoría: Olímpico; Peso máximo de carga: 200 kg; Diámetro de manga: Ø50 mm; Material: Acero; Marca: HWM,RACK_CAGE,REJECT,RACK_CAGE does not establish the deferred exercise capability as Product Truth.
1545,Squat Rack Magnum | HWM®,true,RACK_CAGE,SQUAT,NAME=Squat Rack Magnum | HWM® | FAMILY=RACK_CAGE | TRUSTED_CATEGORY=Squat Racks[SEMANTIC_STRONG]; Racks[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: Clase S (Comercial); Categoría: Olímpico; Peso máximo de carga: 350 kg; Diámetro de manga: Ø50 mm; Material: Acero; Marca: HWM,RACK_CAGE,REJECT,RACK_CAGE does not establish the deferred exercise capability as Product Truth.
1652,Barra Olímpica Squat Bar 25kg | KONG,true,BARBELL,SQUAT,NAME=Barra Olímpica Squat Bar 25kg | KONG | FAMILY=BARBELL | TRUSTED_CATEGORY=Barras Powerlifting[SEMANTIC_STRONG]; Barras[SEMANTIC_STRONG]; Powerlifting[SEMANTIC_STRONG]; Barras Hombre 20 kg[SEMANTIC_STRONG]; FUERZA[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Categoría: Olímpico; Carga máxima: 1500 lb. / 680 kg.; Diámetro de agarre: 32 mm.; Diámetro de manga: Ø50 mm; Rodamiento / Cojinete: Cojinetes: 4x; Marca: KONG,ACCESSORY,REJECT,ACCESSORY does not establish the deferred exercise capability as Product Truth.
1654,V-Squat Beast | Obelix,true,PLATE_LOADED_MACHINE,SQUAT,"NAME=V-Squat Beast | Obelix | FAMILY=PLATE_LOADED_MACHINE | TRUSTED_CATEGORY=Máquinas con Carga de Discos[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Categoría: Olímpico; Peso máximo de usuario: 136 kg.; Peso máximo de carga: 500 kg.; Estructura: Acero Q235; Diámetro de manga: Ø50 mm; Certificación: CE, EN ISO 20957-1-2013, EN 957-2-2003; Marca: OBELIX",DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
1707,Squat Rack Ajustable Con Soporte De Fondos | Forza,true,RACK_CAGE,SQUAT,NAME=Squat Rack Ajustable Con Soporte De Fondos | Forza | FAMILY=RACK_CAGE | TRUSTED_CATEGORY=Squat Racks[SEMANTIC_STRONG]; Atriles[SEMANTIC_STRONG]; Racks[SEMANTIC_STRONG]; Máquinas Home Gym[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO BAJO - HOGAR; Peso máximo de usuario: 100 kg. soporte de fondos; Peso máximo de carga: 150 kg. rack; Marca: FORZA,RACK_CAGE,REJECT,RACK_CAGE does not establish the deferred exercise capability as Product Truth.
1796,Polera Squat Lover | KILO,false,APPAREL,SQUAT,"NAME=Polera Squat Lover | KILO | FAMILY=APPAREL | TRUSTED_CATEGORY=Poleras[SEMANTIC_STRONG]; APPAREL[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Material: 70% algodón, 30% poliéster",TEXTUAL_FALSE_POSITIVE,REJECT,TEXTUAL_FALSE_POSITIVE does not establish the deferred exercise capability as Product Truth.
1797,Crop Top Squat Lover Negro | KILO,false,APPAREL,SQUAT,"NAME=Crop Top Squat Lover Negro | KILO | FAMILY=APPAREL | TRUSTED_CATEGORY=Poleras[SEMANTIC_STRONG]; APPAREL[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Material: 70% algodón, 30% poliéster",TEXTUAL_FALSE_POSITIVE,REJECT,TEXTUAL_FALSE_POSITIVE does not establish the deferred exercise capability as Product Truth.
1798,Crop Top Squat Lover Blanco | KILO,false,APPAREL,SQUAT,"NAME=Crop Top Squat Lover Blanco | KILO | FAMILY=APPAREL | TRUSTED_CATEGORY=Poleras[SEMANTIC_STRONG]; APPAREL[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Material: 70% algodón, 30% poliéster",TEXTUAL_FALSE_POSITIVE,REJECT,TEXTUAL_FALSE_POSITIVE does not establish the deferred exercise capability as Product Truth.
1825,Banco Sentadilla Búlgara | Rising,true,BENCH,SQUAT,NAME=Banco Sentadilla Búlgara | Rising | FAMILY=BENCH | TRUSTED_CATEGORY=Bancos Ergo[SEMANTIC_STRONG]; Bancos Especiales[SEMANTIC_STRONG]; Bancos[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Peso máximo de carga: 150 kg.; Material: Acero Q235; Marca: RISING FIT,BENCH_OR_SUPPORT,REJECT,BENCH_OR_SUPPORT does not establish the deferred exercise capability as Product Truth.
1832,Preacher Pad Biceps Curl | Rising,true,,BICEPS_CURL,"NAME=Preacher Pad Biceps Curl | Rising | FAMILY=UNKNOWN | TRUSTED_CATEGORY=Gimnasia & Funcional[SEMANTIC_WEAK]; ACONDICIONAMIENTO[SEMANTIC_WEAK]; ACCESORIOS[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Material: Espuma Foam, PU (Poliuretano cuero sintético).; Marca: RISING FIT",ACCESSORY,REJECT,ACCESSORY does not establish the deferred exercise capability as Product Truth.
1873,Bíceps Curl Accesorio Banco B814 | PROmachine,true,BENCH,BICEPS_CURL,NAME=Bíceps Curl Accesorio Banco B814 | PROmachine | FAMILY=BENCH | TRUSTED_CATEGORY=Accesorios para Bancos[SEMANTIC_STRONG]; Accesorios para Máquinas[SEMANTIC_WEAK]; ACCESORIOS[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO REGULAR - HOGAR; Categoría: Olímpico; Peso máximo de carga: 120 kg.; Diámetro de manga: Ø50 mm; Material: Acero; Marca: PROMACHINE,ACCESSORY,REJECT,ACCESSORY does not establish the deferred exercise capability as Product Truth.
1884,Squat Machine ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SQUAT,NAME=Squat Machine ZR Series | PROmachine | FAMILY=PLATE_LOADED_MACHINE | TRUSTED_CATEGORY=Máquinas con Carga de Discos[SEMANTIC_STRONG]; Máquinas Home Gym[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO REGULAR - HOGAR; Categoría: Olímpico; Peso máximo de usuario: 120 kg.; Peso máximo de carga: 120 kg.; Estructura: Acero; Diámetro de manga: Ø50 mm; Marca: PROMACHINE; Peso máximo de almacenamiento: 120 kg.,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
2019,V-Squat | Peach Builder,true,PLATE_LOADED_MACHINE,SQUAT,NAME=V-Squat | Peach Builder | FAMILY=PLATE_LOADED_MACHINE | TRUSTED_CATEGORY=Máquinas con Carga de Discos[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Categoría: Olímpico; Peso máximo de usuario: 136 kg.; Peso máximo de carga: 300 kg.; Diámetro de manga: Ø50 mm; Marca: PEACH BUILDER,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
