productId,name,productFamily,active,revenue,currentState,whyV1CannotRepresent,actualFunctionalProductTruth,candidateSemanticConcept,candidateAxis,sourcePolicy,relationMode,proposedResolution,confidence,note
1662,Prensa Vertical 90º Beast | Obelix,PLATE_LOADED_MACHINE,true,1619991,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Dedicated leg-press machine with explicit press geometry.,LEG_PRESS,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,Active explicit products materially support promotion; this is not generic lower-body equipment.
1663,Prensa Péndulo Beast | Obelix,PLATE_LOADED_MACHINE,true,3639980,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Pendulum squat machine with explicit pendulum geometry.,PENDULUM_SQUAT,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,Do not collapse pendulum squat into generic SQUAT.
1664,Multi Fly de Pie MO 2.0 | Obelix®,SELECTORIZED_MACHINE,true,10159935,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Machine explicitly combining pec-fly/chest-fly and rear-delt-fly functions.,PEC_DECK|REAR_DELT_FLY,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,Requires exhaustive multi-assignment; REAR_DELT_FLY is the narrow new capability.
1884,Squat Machine ZR Series | PROmachine,PLATE_LOADED_MACHINE,true,9824843,ONTOLOGY_GAP,Product is a credible dedicated machine for deferred capability SQUAT; the current V1 registry intentionally cannot represent it.,Dedicated squat-machine product with explicit hack/V-squat/squat-machine wording.,HACK_SQUAT,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY+STRUCTURED_FEATURE,DIRECT,SEMANTIC_COMPLETE,MEDIUM,Requires a mechanism/geometry gate for generic “Squat Machine”; never reintroduce generic SQUAT.
1921,Dual Crossover MO 2.0 | Obelix®,CABLE_MACHINE,true,2339991,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Provides multi-directional cable resistance through crossover/dual cable geometry.,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,TRAINING_FUNCTION,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,The second function requires explicit crossover/dual-cable evidence; it is not derived from every cable machine.
1922,Multipower MO 2.0 | Obelix®,PLATE_LOADED_MACHINE,true,9689964,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Provides guided or fixed-path barbell support through a Smith/Multipower structure.,GUIDED_BARBELL_SUPPORT,TRAINING_FUNCTION,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,A guided bar path is distinct from a generic rack and does not imply generic SQUAT.
2018,Prensa Inclinada 45° Unilateral MO 2.0 | Obelix®,PLATE_LOADED_MACHINE,true,3799980,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Dedicated leg-press machine with explicit press geometry.,LEG_PRESS,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,Active explicit products materially support promotion; this is not generic lower-body equipment.
2019,V-Squat | Peach Builder,PLATE_LOADED_MACHINE,true,4371626,ONTOLOGY_GAP,Product is a credible dedicated machine for deferred capability SQUAT; the current V1 registry intentionally cannot represent it.,Dedicated squat-machine product with explicit hack/V-squat/squat-machine wording.,HACK_SQUAT,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY+STRUCTURED_FEATURE,DIRECT,SEMANTIC_COMPLETE,MEDIUM,Requires a mechanism/geometry gate for generic “Squat Machine”; never reintroduce generic SQUAT.
2021,Belt Squat | Peach Builder,PLATE_LOADED_MACHINE,true,2053881,ONTOLOGY_GAP,Product is a credible dedicated machine for deferred capability SQUAT; the current V1 registry intentionally cannot represent it.,Dedicated belt-squat machine.,BELT_SQUAT,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,A distinct capability is safer than generic SQUAT.
2022,Reverse Hyper | Peach Builder,PLATE_LOADED_MACHINE,true,2690971,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Dedicated reverse-hyper machine.,REVERSE_HYPER,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,Explicit product function; no anatomy derivation is implied.
2026,Multi Dead Lift | Peach Builder,PLATE_LOADED_MACHINE,true,1079991,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Multi deadlift training machine with explicit deadlift wording.,DEADLIFT,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,Reevaluate the previous accessory-only DEADLIFT finding; this product is a separate active machine.
2068,Smith Machine ZR Series | PROmachine,PLATE_LOADED_MACHINE,true,12706825,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Provides guided or fixed-path barbell support through a Smith/Multipower structure.,GUIDED_BARBELL_SUPPORT,TRAINING_FUNCTION,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,A guided bar path is distinct from a generic rack and does not imply generic SQUAT.
2089,3D Hip Thruster Beast | Obelix,PLATE_LOADED_MACHINE,true,1350000,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Explicit 3D hip-thrust machine; existing HIP_THRUST capability is applicable.,HIP_THRUST,RULE_CLOSURE,NAME+PRODUCT_FAMILY,RULE_CLOSURE,SEMANTIC_COMPLETE,HIGH,"This is a classifier rule closure, not a new ontology concept."
2091,Pull Over Beast | Obelix,PLATE_LOADED_MACHINE,true,999990,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Dedicated pullover machine.,PULLOVER,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,New narrow exercise capability; do not infer from generic cable machines.
2133,Smith Machine Half Rack ZR Series | PROmachine,PLATE_LOADED_MACHINE,true,9935233,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Provides guided or fixed-path barbell support through a Smith/Multipower structure.,GUIDED_BARBELL_SUPPORT,TRAINING_FUNCTION,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,A guided bar path is distinct from a generic rack and does not imply generic SQUAT.
2134,Multifuncional Smith ZR Series | PROmachine,PLATE_LOADED_MACHINE,true,16628593,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Provides guided or fixed-path barbell support through a Smith/Multipower structure.,GUIDED_BARBELL_SUPPORT,TRAINING_FUNCTION,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,A guided bar path is distinct from a generic rack and does not imply generic SQUAT.
2188,Prensa Horizontal Sentado MO 2.0 - 2da Selección | Obelix® (OB-MO2-S12-SU40-2),PLATE_LOADED_MACHINE,true,0,ONTOLOGY_GAP,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set.",Dedicated leg-press machine with explicit press geometry.,LEG_PRESS,EXERCISE_CAPABILITY,NAME+PRODUCT_FAMILY,DIRECT,SEMANTIC_COMPLETE,HIGH,Active explicit products materially support promotion; this is not generic lower-body equipment.
